6.334699342831255631e-02,3.689920693300065002e-01,3.406885600608042797e-01,-2.172454982061505224e-01,9.945022174281961114e-01,-1.708652137750783506e-01,1.690636868424792771e+00,1.874941839189967263e+00,2.431526418071557671e+00,-9.961331701168277819e-01,1.972569902952066911e+00,-5.875029216777153396e-01,8.234155575087397372e-01,1.931035787471375165e-01,1.797556371938481279e+00,-1.869691254666696056e-01,6.342437722674115763e-01,1.948579999148746245e+00,-4.220764712721472578e-01,-1.691428296616080129e-01,1.441948296584769640e+00,1.329667122247898403e-01
-5.428398507511007498e-01,5.443194429797628686e-01,3.968889818515167200e-01,1.140884978224719105e-02,1.026100599823831061e+00,8.571926733269943921e-02,1.489884651122589609e+00,2.129989011984989578e+00,2.884675609475915614e+00,-7.924652541606121980e-01,2.076401755125009352e+00,-4.407819219911971453e-01,1.645681155311600197e+00,1.071848800506896016e+00,2.040843339044525528e+00,-2.512142983024895915e-01,3.139560630691663468e-01,1.825660814952706046e+00,-1.265719177731654765e+00,1.428696750209762223e-01,1.025622993991618159e+00,9.719948136920165682e-01
-8.697675251331470347e-01,2.484902148199149008e-01,4.576987785500271078e-01,-1.808228531503200676e-01,7.994709228259433420e-01,2.259492623438442427e-01,9.795683701728084003e-01,2.534995598587960863e+00,2.069752738124413849e+00,-4.468747281409179983e-01,1.455044383990527157e+00,-2.699383034365432366e-01,9.771992869966150685e-01,9.425442948865724035e-02,2.334190145149173112e+00,-3.792062028300112742e-01,1.062958520746462243e+00,1.777234001771400562e+00,-7.724180945564665945e-01,7.422242995737097226e-01,1.200239141822722511e+00,5.521448433956774871e-01
-9.607331626532953361e-01,1.080996172467986849e+00,2.170493860514299267e-01,4.258891684110511777e-01,9.362937298221011284e-01,-4.182466381519561738e-01,1.613011642605637341e+00,2.271036800537560740e+00,2.320066037437868989e+00,-1.142440346173016374e+00,1.393499498049758367e+00,-3.222479072969636760e-01,1.640823143250787375e+00,3.520861136313944706e-01,2.238530857056018952e+00,6.155259055267933016e-02,1.095126001175598773e+00,2.215495556202170313e+00,-7.732009230622602924e-01,5.676184526672726216e-01,7.875652315317815955e-01,4.002624586232702564e-01
-3.746372922349853751e-01,7.862256655022219487e-01,8.914416825928970223e-01,1.492805684927222820e-01,7.051062447953343471e-01,-3.408368779555076000e-01,7.836872345490061287e-01,2.501285652709794416e+00,1.874010146292157231e+00,-1.305648093124379683e+00,1.207658646573861683e+00,1.702037553718090956e-01,8.569615034072002313e-01,1.028099078179287584e+00,2.419449500379470042e+00,3.511359365592559012e-01,8.853522172334022944e-01,1.551417744262758358e+00,-7.633546453492887629e-01,-1.035013483816827340e-01,1.431765717206728405e+00,5.070107466110884697e-02
-4.236996104984490641e-01,9.156249023829816924e-02,8.484942171883164130e-02,-1.898099694711051777e-01,1.036674269235515533e+00,-1.295166012679061229e-01,1.348263134693152843e+00,1.775674595848944382e+00,2.355123012736913601e+00,-1.317600617785548600e+00,1.492908798751770627e+00,2.434077015943620914e-01,1.192611868859894342e+00,3.116596569135712258e-01,1.690372000864783342e+00,2.662965057366268873e-01,1.044773627778870173e+00,1.415399867155159308e+00,-3.369970738142670785e-01,5.950094639044892775e-01,9.310247366439338146e-01,5.598149686453116614e-01
-1.052374864373594177e+00,9.017843758171864010e-01,8.589296250375484387e-01,5.991787320961485808e-01,5.527162538314118745e-01,-2.983709579577645266e-01,1.640071533785798508e+00,3.105051385497515248e+00,3.176867588584841418e+00,-1.123142729533657125e+00,1.745114496209654309e+00,-6.530058684682952252e-01,1.784274694097777170e+00,1.140835464566247293e+00,3.103199311917996805e+00,-3.922131484649259425e-01,7.540727791801156155e-01,2.491787460250983965e+00,-1.510868689002487164e+00,1.354915094553762155e-02,1.743028737221316904e+00,2.979612785903873462e-01
-9.921696013858875840e-02,7.804306160773235579e-01,5.340537100385069902e-01,6.150571618791449147e-02,7.465229385120223382e-01,-4.492697954528339088e-01,7.222084426037950200e-01,1.774686348802409164e+00,1.413193510255562391e+00,-4.137330469641345432e-01,7.792279668180338570e-01,3.692910828456369421e-01,1.069757386371421370e+00,2.619611638142351207e-01,1.529503137789685940e+00,-2.206526763254119672e-01,7.198065299371757542e-01,1.183966389514454098e+00,-1.547310193369375864e-01,7.025291876344450515e-01,5.389379491223504903e-01,1.247680664992344424e-01
-6.118609877316850687e-01,9.934654603321383393e-01,6.807792917615294037e-01,3.776916352451913372e-01,8.745944541101829950e-01,-1.809635949109708319e-01,1.442351881256530355e+00,2.900171036688495185e+00,2.587295993429529872e+00,-8.503904027324142856e-01,1.750611782422291984e+00,-2.573688280171837484e-01,1.333910618264342984e+00,4.023038123384335418e-01,2.065960963353157709e+00,-2.885937931986460869e-01,1.086123381565451851e+00,2.102046691118001576e+00,-7.243768423857609440e-01,5.445295136070075204e-01,1.702522385280619721e+00,4.185929008377295979e-01
-6.276248427080470815e-01,4.183035842688121453e-01,6.014668309447417371e-01,-1.632411223639006204e-02,1.012054655978765316e+00,4.539597046425168370e-01,9.741749833432832295e-01,1.066698295889718651e+00,1.598856097042250513e+00,-9.506784999052234619e-01,1.021646997459167761e+00,-2.015597053716707832e-01,7.177271572936706479e-01,1.579474774400821402e-01,1.222992638225473883e+00,3.988337662933626460e-01,1.371638781105616496e-02,1.538728397374981904e+00,-3.728501237941092561e-01,2.997839531478423414e-01,4.538867808365384948e-01,8.112537563777882932e-01
-6.700701372287889424e-01,1.294468521428950414e+00,1.204392863641336131e+00,-3.472402816303148121e-02,8.094603397713466819e-01,-6.819632374261390684e-01,1.852146071846969333e+00,2.873129415768809203e+00,3.223308564585976477e+00,-2.107388403637981966e+00,2.491541989234800081e+00,-7.620481780680155026e-01,2.266282469425423773e+00,7.368895278390779069e-01,2.896886849491168370e+00,-3.884760405678042150e-01,1.149069137104550498e+00,2.991633678681646646e+00,-9.619757478297092934e-01,2.291731053801580320e-01,1.799148702286103241e+00,4.399832377596861743e-01
-4.469523762907900433e-01,1.005043194807157425e+00,8.249875458985382881e-01,2.649026169907889861e-01,5.172414808868580627e-01,-1.718760065899947453e-01,4.400441644100641647e-01,1.874132035106887528e+00,1.859204561096586605e+00,-5.160271533228794061e-01,1.014338631338564278e+00,-2.605466276300422712e-01,8.951887550688536477e-01,8.124393334865881444e-01,1.040771518800551521e+00,-2.604327190912725798e-01,1.314696187836046359e-01,1.388631819266132883e+00,2.732198491711087390e-02,3.651725939549340522e-02,1.414134183123912480e+00,9.747722828459475242e-01
-2.548051323434877367e-03,1.054895259643625849e+00,6.219668326951852677e-01,-3.812642477716993161e-01,9.040641402397650017e-01,-1.912876995494246779e-01,6.305356834915133435e-01,2.493800099719127861e+00,1.942877807722114492e+00,-4.520214304614770251e-01,1.475168829715593155e+00,1.608379550838627547e-01,1.242366274480473542e+00,3.339146244337630187e-01,2.039102000928044500e+00,2.889055840240021406e-02,5.714337269427450794e-01,1.574629419836282240e+00,-8.740492434249476084e-01,3.240407151391309221e-02,1.327433186047604741e+00,8.879246083959773106e-01
-5.723262788171440407e-01,8.102725480438979222e-01,5.645574773805683844e-01,5.020871229175574713e-02,9.630646602829381342e-01,-1.064146842632564954e-01,1.484788115216014504e+00,2.168145996747989468e+00,1.889612606669723860e+00,-1.288485427466703692e+00,1.259747238866225194e+00,-2.581057606619221664e-02,1.062255778162913389e+00,9.993046365420729105e-01,1.636427044485293525e+00,3.707024161417169644e-02,3.642808590257504142e-01,1.480879931124601923e+00,-3.297303065392110377e-01,4.695540505082170246e-01,9.607142569416065037e-01,7.127695608403961103e-01
-8.695129771710319311e-01,5.971700166531828113e-01,8.994325799084343931e-01,6.081908175988015586e-01,6.196331049182254302e-01,-4.284571788527323233e-01,1.750535964995914240e+00,2.380848885419868388e+00,2.780961371011041905e+00,-1.196373919122913243e+00,1.928721399221606569e+00,1.107390948896980372e-02,1.560472324461325444e+00,1.002799631554003756e+00,1.840100613472427593e+00,-4.680477160752989363e-01,5.940822550771586164e-01,1.792188896107645979e+00,-7.035145543897743936e-01,-4.128282100196096344e-02,1.470277558491016157e+00,2.275483879019561950e-01
-1.594245094216646674e-01,9.974607652669189584e-01,6.150350275046372328e-01,-6.666548528968843992e-03,3.633990773112635853e-01,-5.126088256789382847e-01,1.377155689330809674e+00,2.605371751304359051e+00,2.397229613369522117e+00,-1.105562190594084671e+00,2.047398344199028219e+00,-5.327561315791735641e-01,1.519728530675761968e+00,4.947121901775917707e-01,2.170988234022586560e+00,-7.350431342871174278e-01,9.377648408402599056e-01,2.376649079720756674e+00,-3.172138380024858151e-01,-1.294559673567642344e-01,1.021690624906932854e+00,7.764992671664570079e-01
-5.904990419237177157e-01,1.243951716187137624e+00,2.995432923739754782e-01,4.484161331584287646e-01,4.772370395369903706e-01,3.571394908495523768e-01,9.945846616563430720e-01,2.529794939088525041e+00,2.792910596328595840e+00,-1.515629546360314883e+00,1.742586381041193011e+00,-5.640218451212088979e-01,1.077709990871007273e+00,4.668158435804700690e-01,1.813227864563079716e+00,-6.178174778508047638e-01,2.935526900572544839e-01,2.411228511131261687e+00,-5.583130664024997802e-01,6.068048405107768772e-01,1.416464291434336387e+00,5.931387086814653431e-01
-3.208872468338270223e-01,9.074170310378669724e-01,4.807601105098098793e-01,4.191206678741767333e-01,1.931887985056096324e-01,-2.823836804745663565e-01,1.559433455889990716e+00,2.804956145774711196e+00,2.003671257982987619e+00,-7.322072776350342371e-01,1.601563276799919500e+00,1.020343404736680643e-01,1.623584166887713121e+00,1.018562271799249963e+00,2.236825114890353294e+00,6.758291292289692054e-02,9.083746767287229629e-01,1.290544353684593970e+00,-6.035785214046281988e-01,-1.440394759398037350e-01,1.295530488396287039e+00,1.266145426222460291e-01
-2.417039231131623556e-01,3.838954182165329465e-01,8.380270367771736062e-01,5.100231886506694234e-01,1.002988502483448174e+00,-1.982368790584837503e-01,1.092124283363256954e+00,1.880117114566084657e+00,2.184124863965068553e+00,-8.245680093369897046e-01,1.173518190487285340e+00,-3.387225703438090929e-01,1.429644609162815438e+00,2.427514571684963318e-02,1.165526409136595998e+00,-1.037333678331399389e-01,7.996964699952645583e-01,1.857353888931562391e+00,-7.301788173012098149e-01,-1.134231077696425290e-02,6.065421470429188666e-01,6.093958309263145523e-01
-7.974725763564591841e-01,7.993697668519369470e-01,9.065053623319276055e-02,5.233933168502001854e-01,5.968156970114804061e-01,3.365256358893861655e-01,1.400906317223559183e+00,2.536414233177163524e+00,2.238500607979010404e+00,-1.037974674342350356e+00,1.053539658479670793e+00,2.852356551060069023e-01,1.676770702935237223e+00,3.222551265578640356e-01,1.408478183428941932e+00,-1.973819147772922777e-01,6.704631031927826834e-01,1.571033863167027755e+00,-9.778608952794954901e-01,2.915073279094388403e-01,1.068670881853523325e+00,2.075016471218696923e-01
